0.00400,0.92241
0.00410,0.91379
0.00420,0.87931
0.00430,0.89655
0.00440,0.93103
0.00450,0.93103
0.00460,0.90517
0.00470,0.91379
0.00480,0.91379
0.00490,0.91379
0.00500,0.93103
0.00510,0.94828
0.00520,0.93103
0.00530,0.93103
0.00540,0.93103
0.00550,0.93966
0.00560,0.93966
0.00570,0.93966
0.00580,0.94828
0.00590,0.91379
0.00600,0.88793
0.00610,0.89655
0.00620,0.89655
0.00630,0.91379
0.00640,0.90517
0.00650,0.91379
0.00660,0.90517
0.00670,0.90517
0.00680,0.90517
0.00690,0.90517
0.00700,0.90517
0.00710,0.90517
0.00720,0.90517
0.00730,0.89655
0.00740,0.88793
0.00750,0.88793
0.00760,0.88793
0.00770,0.92241
0.00780,0.93966
0.00790,0.93966
0.00800,0.93103
0.00810,0.93103
0.00820,0.90517
0.00830,0.93966
0.00840,0.93966
0.00850,0.93103
0.00860,0.93103
0.00870,0.92241
0.00880,0.89655
0.00890,0.90517
0.00900,0.91379
0.00910,0.89655
0.00920,0.90517
0.00930,0.89655
0.00940,0.89655
0.00950,0.90517
0.00960,0.90517
0.00970,0.93966
0.00980,0.93103
0.00990,0.93966
